repository,file_name,file_path,file_extension,line_count,character_count,source_code
            OpenAPI-specific examples than the JSON Schema `examples`, that's the main
            use case for this.

            Read more about it in the
            [FastAPI docs for Declare Request Example Data](https://fastapi.tiangolo.com/tutorial/schema-extra-example/#using-the-openapi_examples-parameter).
            """"""
        ),
    ] = None,
    deprecated: Annotated[
        deprecated | str | bool | None,
        Doc(
            """"""
            Mark this parameter field as deprecated.

            It will affect the generated OpenAPI (e.g. visible at `/docs`).
            """"""
        ),
    ] = None,
    include_in_schema: Annotated[
        bool,
        Doc(
            """"""
            To include (or not) this parameter field in the generated OpenAPI.
            You probably don't need it, but it's available.

            This affects the generated OpenAPI (e.g. visible at `/docs`).
            """"""
        ),
    ] = True,
    json_schema_extra: Annotated[
        dict[str, Any] | None,
        Doc(
            """"""
            Any additional JSON schema data.
            """"""
        ),
    ] = None,
    **extra: Annotated[
        Any,
        Doc(
            """"""
            Include extra fields used by the JSON Schema.
            """"""
        ),
        deprecated(
            """"""
            The `extra` kwargs is deprecated. Use `json_schema_extra` instead.
            """"""
        ),
    ],
) -> Any:
    return params.File(
        default=default,
        default_factory=default_factory,
        media_type=media_type,
        alias=alias,
        alias_priority=alias_priority,
        validation_alias=validation_alias,
        serialization_alias=serialization_alias,
        title=title,
        description=description,
        gt=gt,
        ge=ge,
        lt=lt,
        le=le,
        min_length=min_length,
        max_length=max_length,
        pattern=pattern,
        regex=regex,
        discriminator=discriminator,
        strict=strict,
        multiple_of=multiple_of,
        allow_inf_nan=allow_inf_nan,
        max_digits=max_digits,
        decimal_places=decimal_places,
        example=example,
        examples=examples,
        openapi_examples=openapi_examples,
        deprecated=deprecated,
        include_in_schema=include_in_schema,
        json_schema_extra=json_schema_extra,
        **extra,
    )


def Depends(  # noqa: N802
    dependency: Annotated[
        Callable[..., Any] | None,
        Doc(
            """"""
            A ""dependable"" callable (like a function).

            Don't call it directly, FastAPI will call it for you, just pass the object
            directly.

            Read more about it in the
            [FastAPI docs for Dependencies](https://fastapi.tiangolo.com/tutorial/dependencies/)
            """"""
        ),
    ] = None,
    *,
    use_cache: Annotated[
        bool,
        Doc(
            """"""
            By default, after a dependency is called the first time in a request, if
            the dependency is declared again for the rest of the request (for example
            if the dependency is needed by several dependencies), the value will be
            re-used for the rest of the request.

            Set `use_cache` to `False` to disable this behavior and ensure the
            dependency is called again (if declared more than once) in the same request.

            Read more about it in the
            [FastAPI docs about sub-dependencies](https://fastapi.tiangolo.com/tutorial/dependencies/sub-dependencies/#using-the-same-dependency-multiple-times)
            """"""
        ),
    ] = True,
    scope: Annotated[
        Literal[""function"", ""request""] | None,
        Doc(
            """"""
            Mainly for dependencies with `yield`, define when the dependency function
            should start (the code before `yield`) and when it should end (the code
            after `yield`).

            * `""function""`: start the dependency before the *path operation function*
                that handles the request, end the dependency after the *path operation
                function* ends, but **before** the response is sent back to the client.
                So, the dependency function will be executed **around** the *path operation
                **function***.
            * `""request""`: start the dependency before the *path operation function*
                that handles the request (similar to when using `""function""`), but end
                **after** the response is sent back to the client. So, the dependency
                function will be executed **around** the **request** and response cycle.

            Read more about it in the
            [FastAPI docs for FastAPI Dependencies with yield](https://fastapi.tiangolo.com/tutorial/dependencies/dependencies-with-yield/#early-exit-and-scope)
            """"""
        ),
    ] = None,
) -> Any:
    """"""
    Declare a FastAPI dependency.

    It takes a single ""dependable"" callable (like a function).

    Don't call it directly, FastAPI will call it for you.

    Read more about it in the
    [FastAPI docs for Dependencies](https://fastapi.tiangolo.com/tutorial/dependencies/).

    **Example**

    ```python
    from typing import Annotated

    from fastapi import Depends, FastAPI

    app = FastAPI()


    async def common_parameters(q: str | None = None, skip: int = 0, limit: int = 100):
        return {""q"": q, ""skip"": skip, ""limit"": limit}


    @app.get(""/items/"")
    async def read_items(commons: Annotated[dict, Depends(common_parameters)]):
        return commons
    ```
    """"""
    return params.Depends(dependency=dependency, use_cache=use_cache, scope=scope)


def Security(  # noqa: N802
    dependency: Annotated[
        Callable[..., Any] | None,
        Doc(
            """"""
            A ""dependable"" callable (like a function).

            Don't call it directly, FastAPI will call it for you, just pass the object
            directly.

            Read more about it in the
            [FastAPI docs for Dependencies](https://fastapi.tiangolo.com/tutorial/dependencies/)
            """"""
        ),
    ] = None,
    *,
    scopes: Annotated[
        Sequence[str] | None,
        Doc(
            """"""
            OAuth2 scopes required for the *path operation* that uses this Security
            dependency.

            The term ""scope"" comes from the OAuth2 specification, it seems to be
            intentionally vague and interpretable. It normally refers to permissions,
            in cases to roles.

            These scopes are integrated with OpenAPI (and the API docs at `/docs`).
            So they are visible in the OpenAPI specification.

            Read more about it in the
            [FastAPI docs about OAuth2 scopes](https://fastapi.tiangolo.com/advanced/security/oauth2-scopes/)
            """"""
        ),
    ] = None,
    use_cache: Annotated[
        bool,
        Doc(
            """"""
            By default, after a dependency is called the first time in a request, if
            the dependency is declared again for the rest of the request (for example
            if the dependency is needed by several dependencies), the value will be
            re-used for the rest of the request.

            Set `use_cache` to `False` to disable this behavior and ensure the
            dependency is called again (if declared more than once) in the same request.

            Read more about it in the
            [FastAPI docs about sub-dependencies](https://fastapi.tiangolo.com/tutorial/dependencies/sub-dependencies/#using-the-same-dependency-multiple-times)
            """"""
        ),
    ] = True,
) -> Any:
    """"""
    Declare a FastAPI Security dependency.

    The only difference with a regular dependency is that it can declare OAuth2
    scopes that will be integrated with OpenAPI and the automatic UI docs (by default
    at `/docs`).

    It takes a single ""dependable"" callable (like a function).

    Don't call it directly, FastAPI will call it for you.

    Read more about it in the
    [FastAPI docs for Security](https://fastapi.tiangolo.com/tutorial/security/) and
    in the
    [FastAPI docs for OAuth2 scopes](https://fastapi.tiangolo.com/advanced/security/oauth2-scopes/).

    **Example**

    ```python
    from typing import Annotated

    from fastapi import Security, FastAPI

    from .db import User
    from .security import get_current_active_user

    app = FastAPI()

    @app.get(""/users/me/items/"")
    async def read_own_items(
        current_user: Annotated[User, Security(get_current_active_user, scopes=[""items""])]
    ):
        return [{""item_id"": ""Foo"", ""owner"": current_user.username}]
    ```
    """"""
    return params.Security(dependency=dependency, scopes=scopes, use_cache=use_cache)
"
fastapi,utils.py,fastapi/utils.py,.py,136,4341,"import re
import warnings
from typing import (
    TYPE_CHECKING,
    Any,
    Literal,
)

import fastapi
from fastapi._compat import (
    ModelField,
    PydanticSchemaGenerationError,
    Undefined,
    annotation_is_pydantic_v1,
)
from fastapi.datastructures import DefaultPlaceholder, DefaultType
from fastapi.exceptions import FastAPIDeprecationWarning, PydanticV1NotSupportedError
from pydantic.fields import FieldInfo

from ._compat import v2

if TYPE_CHECKING:  # pragma: nocover
    from .routing import APIRoute


def is_body_allowed_for_status_code(status_code: int | str | None) -> bool:
    if status_code is None:
        return True
    # Ref: https://github.com/OAI/OpenAPI-Specification/blob/main/versions/3.1.0.md#patterned-fields-1
    if status_code in {
        ""default"",
        ""1XX"",
        ""2XX"",
        ""3XX"",
        ""4XX"",
        ""5XX"",
    }:
        return True
    current_status_code = int(status_code)
    return not (current_status_code < 200 or current_status_code in {204, 205, 304})


def get_path_param_names(path: str) -> set[str]:
    return set(re.findall(""{(.*?)}"", path))


_invalid_args_message = (
    ""Invalid args for response field! Hint: ""
    ""check that {type_} is a valid Pydantic field type. ""
    ""If you are using a return type annotation that is not a valid Pydantic ""
    ""field (e.g. Union[Response, dict, None]) you can disable generating the ""
    ""response model from the type annotation with the path operation decorator ""
    ""parameter response_model=None. Read more: ""
    ""https://fastapi.tiangolo.com/tutorial/response-model/""
)


def create_model_field(
    name: str,
    type_: Any,
    default: Any | None = Undefined,
    field_info: FieldInfo | None = None,
    alias: str | None = None,
    mode: Literal[""validation"", ""serialization""] = ""validation"",
) -> ModelField:
    if annotation_is_pydantic_v1(type_):
        raise PydanticV1NotSupportedError(
            ""pydantic.v1 models are no longer supported by FastAPI.""
            f"" Please update the response model {type_!r}.""
        )
    field_info = field_info or FieldInfo(annotation=type_, default=default, alias=alias)
    try:
        return v2.ModelField(mode=mode, name=name, field_info=field_info)
    except PydanticSchemaGenerationError:
        raise fastapi.exceptions.FastAPIError(
            _invalid_args_message.format(type_=type_)
        ) from None


def generate_operation_id_for_path(
    *, name: str, path: str, method: str
) -> str:  # pragma: nocover
    warnings.warn(
        message=""fastapi.utils.generate_operation_id_for_path() was deprecated, ""
        ""it is not used internally, and will be removed soon"",
        category=FastAPIDeprecationWarning,
        stacklevel=2,
    )
    operation_id = f""{name}{path}""
    operation_id = re.sub(r""\W"", ""_"", operation_id)
    operation_id = f""{operation_id}_{method.lower()}""
    return operation_id


def generate_unique_id(route: ""APIRoute"") -> str:
    operation_id = f""{route.name}{route.path_format}""
    operation_id = re.sub(r""\W"", ""_"", operation_id)
    assert route.methods
    operation_id = f""{operation_id}_{list(route.methods)[0].lower()}""
    return operation_id


def deep_dict_update(main_dict: dict[Any, Any], update_dict: dict[Any, Any]) -> None:
    for key, value in update_dict.items():
        if (
            key in main_dict
            and isinstance(main_dict[key], dict)
            and isinstance(value, dict)
        ):
            deep_dict_update(main_dict[key], value)
        elif (
            key in main_dict
            and isinstance(main_dict[key], list)
            and isinstance(update_dict[key], list)
        ):
            main_dict[key] = main_dict[key] + update_dict[key]
        else:
            main_dict[key] = value


def get_value_or_default(
    first_item: DefaultPlaceholder | DefaultType,
    *extra_items: DefaultPlaceholder | DefaultType,
) -> DefaultPlaceholder | DefaultType:
    """"""
    Pass items or `DefaultPlaceholder`s by descending priority.

    The first one to _not_ be a `DefaultPlaceholder` will be returned.

    Otherwise, the first item (a `DefaultPlaceholder`) will be returned.
    """"""
    items = (first_item,) + extra_items
    for item in items:
        if not isinstance(item, DefaultPlaceholder):
            return item
    return first_item
"
fastapi,websockets.py,fastapi/websockets.py,.py,3,222,"from starlette.websockets import WebSocket as WebSocket  # noqa
from starlette.websockets import WebSocketDisconnect as WebSocketDisconnect  # noqa
from starlette.websockets import WebSocketState as WebSocketState  # noqa
"
fastapi,exception_handlers.py,fastapi/exception_handlers.py,.py,34,1275,"from fastapi.encoders import jsonable_encoder
from fastapi.exceptions import RequestValidationError, WebSocketRequestValidationError
from fastapi.utils import is_body_allowed_for_status_code
from fastapi.websockets import WebSocket
from starlette.exceptions import HTTPException
from starlette.requests import Request
from starlette.responses import JSONResponse, Response
from starlette.status import WS_1008_POLICY_VIOLATION


async def http_exception_handler(request: Request, exc: HTTPException) -> Response:
    headers = getattr(exc, ""headers"", None)
    if not is_body_allowed_for_status_code(exc.status_code):
        return Response(status_code=exc.status_code, headers=headers)
    return JSONResponse(
        {""detail"": exc.detail}, status_code=exc.status_code, headers=headers
    )


async def request_validation_exception_handler(
    request: Request, exc: RequestValidationError
) -> JSONResponse:
    return JSONResponse(
        status_code=422,
        content={""detail"": jsonable_encoder(exc.errors())},
    )


async def websocket_request_validation_exception_handler(
    websocket: WebSocket, exc: WebSocketRequestValidationError
) -> None:
    await websocket.close(
        code=WS_1008_POLICY_VIOLATION, reason=jsonable_encoder(exc.errors())
    )
"
fastapi,exceptions.py,fastapi/exceptions.py,.py,256,7453,"from collections.abc import Mapping, Sequence
from typing import Annotated, Any, TypedDict

from annotated_doc import Doc
from pydantic import BaseModel, create_model
from starlette.exceptions import HTTPException as StarletteHTTPException
from starlette.exceptions import WebSocketException as StarletteWebSocketException


class EndpointContext(TypedDict, total=False):
    function: str
    path: str
    file: str
    line: int


class HTTPException(StarletteHTTPException):
    """"""
    An HTTP exception you can raise in your own code to show errors to the client.

    This is for client errors, invalid authentication, invalid data, etc. Not for server
    errors in your code.

    Read more about it in the
    [FastAPI docs for Handling Errors](https://fastapi.tiangolo.com/tutorial/handling-errors/).

    ## Example

    ```python
    from fastapi import FastAPI, HTTPException

    app = FastAPI()

    items = {""foo"": ""The Foo Wrestlers""}


    @app.get(""/items/{item_id}"")
    async def read_item(item_id: str):
        if item_id not in items:
            raise HTTPException(status_code=404, detail=""Item not found"")
        return {""item"": items[item_id]}
    ```
    """"""

    def __init__(
        self,
        status_code: Annotated[
            int,
            Doc(
                """"""
                HTTP status code to send to the client.

                Read more about it in the
                [FastAPI docs for Handling Errors](https://fastapi.tiangolo.com/tutorial/handling-errors/#use-httpexception)
                """"""
            ),
        ],
        detail: Annotated[
            Any,
            Doc(
                """"""
                Any data to be sent to the client in the `detail` key of the JSON
                response.

                Read more about it in the
                [FastAPI docs for Handling Errors](https://fastapi.tiangolo.com/tutorial/handling-errors/#use-httpexception)
                """"""
            ),
        ] = None,
        headers: Annotated[
            Mapping[str, str] | None,
            Doc(
                """"""
                Any headers to send to the client in the response.

                Read more about it in the
                [FastAPI docs for Handling Errors](https://fastapi.tiangolo.com/tutorial/handling-errors/#add-custom-headers)

                """"""
            ),
        ] = None,
    ) -> None:
        super().__init__(status_code=status_code, detail=detail, headers=headers)


class WebSocketException(StarletteWebSocketException):
    """"""
    A WebSocket exception you can raise in your own code to show errors to the client.

    This is for client errors, invalid authentication, invalid data, etc. Not for server
    errors in your code.

    Read more about it in the
    [FastAPI docs for WebSockets](https://fastapi.tiangolo.com/advanced/websockets/).

    ## Example

    ```python
    from typing import Annotated

    from fastapi import (
        Cookie,
        FastAPI,
        WebSocket,
        WebSocketException,
        status,
    )

    app = FastAPI()

    @app.websocket(""/items/{item_id}/ws"")
    async def websocket_endpoint(
        *,
        websocket: WebSocket,
        session: Annotated[str | None, Cookie()] = None,
        item_id: str,
    ):
        if session is None:
            raise WebSocketException(code=status.WS_1008_POLICY_VIOLATION)
        await websocket.accept()
        while True:
            data = await websocket.receive_text()
            await websocket.send_text(f""Session cookie is: {session}"")
            await websocket.send_text(f""Message text was: {data}, for item ID: {item_id}"")
    ```
    """"""

    def __init__(
        self,
        code: Annotated[
            int,
            Doc(
                """"""
                A closing code from the
                [valid codes defined in the specification](https://datatracker.ietf.org/doc/html/rfc6455#section-7.4.1).
                """"""
            ),
        ],
        reason: Annotated[
            str | None,
            Doc(
                """"""
                The reason to close the WebSocket connection.

                It is UTF-8-encoded data. The interpretation of the reason is up to the
                application, it is not specified by the WebSocket specification.

                It could contain text that could be human-readable or interpretable
                by the client code, etc.
                """"""
            ),
        ] = None,
    ) -> None:
        super().__init__(code=code, reason=reason)


RequestErrorModel: type[BaseModel] = create_model(""Request"")
WebSocketErrorModel: type[BaseModel] = create_model(""WebSocket"")


class FastAPIError(RuntimeError):
    """"""
    A generic, FastAPI-specific error.
    """"""


class DependencyScopeError(FastAPIError):
    """"""
    A dependency declared that it depends on another dependency with an invalid
    (narrower) scope.
    """"""


class ValidationException(Exception):
    def __init__(
        self,
        errors: Sequence[Any],
        *,
        endpoint_ctx: EndpointContext | None = None,
    ) -> None:
        self._errors = errors
        self.endpoint_ctx = endpoint_ctx

        ctx = endpoint_ctx or {}
        self.endpoint_function = ctx.get(""function"")
        self.endpoint_path = ctx.get(""path"")
        self.endpoint_file = ctx.get(""file"")
        self.endpoint_line = ctx.get(""line"")

    def errors(self) -> Sequence[Any]:
        return self._errors

    def _format_endpoint_context(self) -> str:
        if not (self.endpoint_file and self.endpoint_line and self.endpoint_function):
            if self.endpoint_path:
                return f""\n  Endpoint: {self.endpoint_path}""
            return """"

        context = f'\n  File ""{self.endpoint_file}"", line {self.endpoint_line}, in {self.endpoint_function}'
        if self.endpoint_path:
            context += f""\n    {self.endpoint_path}""
        return context

    def __str__(self) -> str:
        message = f""{len(self._errors)} validation error{'s' if len(self._errors) != 1 else ''}:\n""
        for err in self._errors:
            message += f""  {err}\n""
        message += self._format_endpoint_context()
        return message.rstrip()


class RequestValidationError(ValidationException):
    def __init__(
        self,
        errors: Sequence[Any],
        *,
        body: Any = None,
        endpoint_ctx: EndpointContext | None = None,
    ) -> None:
        super().__init__(errors, endpoint_ctx=endpoint_ctx)
        self.body = body


class WebSocketRequestValidationError(ValidationException):
    def __init__(
        self,
        errors: Sequence[Any],
        *,
        endpoint_ctx: EndpointContext | None = None,
    ) -> None:
        super().__init__(errors, endpoint_ctx=endpoint_ctx)


class ResponseValidationError(ValidationException):
    def __init__(
        self,
        errors: Sequence[Any],
        *,
        body: Any = None,
        endpoint_ctx: EndpointContext | None = None,
    ) -> None:
        super().__init__(errors, endpoint_ctx=endpoint_ctx)
        self.body = body


class PydanticV1NotSupportedError(FastAPIError):
    """"""
    A pydantic.v1 model is used, which is no longer supported.
    """"""


class FastAPIDeprecationWarning(UserWarning):
    """"""
    A custom deprecation warning as DeprecationWarning is ignored
    Ref: https://sethmlarson.dev/deprecations-via-warnings-dont-work-for-python-libraries
    """"""
"
fastapi,responses.py,fastapi/responses.py,.py,98,4144,"import importlib
from typing import Any, Protocol, cast

from fastapi.exceptions import FastAPIDeprecationWarning
from fastapi.sse import EventSourceResponse as EventSourceResponse  # noqa
from starlette.responses import FileResponse as FileResponse  # noqa
from starlette.responses import HTMLResponse as HTMLResponse  # noqa
from starlette.responses import JSONResponse as JSONResponse  # noqa
from starlette.responses import PlainTextResponse as PlainTextResponse  # noqa
from starlette.responses import RedirectResponse as RedirectResponse  # noqa
from starlette.responses import Response as Response  # noqa
from starlette.responses import StreamingResponse as StreamingResponse  # noqa
from typing_extensions import deprecated


class _UjsonModule(Protocol):
    def dumps(self, __obj: Any, *, ensure_ascii: bool = ...) -> str: ...


class _OrjsonModule(Protocol):
    OPT_NON_STR_KEYS: int
    OPT_SERIALIZE_NUMPY: int

    def dumps(self, __obj: Any, *, option: int = ...) -> bytes: ...


try:
    ujson = cast(_UjsonModule, importlib.import_module(""ujson""))
except ModuleNotFoundError:  # pragma: nocover
    ujson = None  # type: ignore[assignment]


try:
    orjson = cast(_OrjsonModule, importlib.import_module(""orjson""))
except ModuleNotFoundError:  # pragma: nocover
    orjson = None  # type: ignore[assignment]


@deprecated(
    ""UJSONResponse is deprecated, FastAPI now serializes data directly to JSON ""
    ""bytes via Pydantic when a return type or response model is set, which is ""
    ""faster and doesn't need a custom response class. Read more in the FastAPI ""
    ""docs: https://fastapi.tiangolo.com/advanced/custom-response/#orjson-or-response-model ""
    ""and https://fastapi.tiangolo.com/tutorial/response-model/"",
    category=FastAPIDeprecationWarning,
    stacklevel=2,
)
class UJSONResponse(JSONResponse):
    """"""JSON response using the ujson library to serialize data to JSON.

    **Deprecated**: `UJSONResponse` is deprecated. FastAPI now serializes data
    directly to JSON bytes via Pydantic when a return type or response model is
    set, which is faster and doesn't need a custom response class.

    Read more in the
    [FastAPI docs for Custom Response](https://fastapi.tiangolo.com/advanced/custom-response/#orjson-or-response-model)
    and the
    [FastAPI docs for Response Model](https://fastapi.tiangolo.com/tutorial/response-model/).

    **Note**: `ujson` is not included with FastAPI and must be installed
    separately, e.g. `pip install ujson`.
    """"""

    def render(self, content: Any) -> bytes:
        assert ujson is not None, ""ujson must be installed to use UJSONResponse""
        return ujson.dumps(content, ensure_ascii=False).encode(""utf-8"")


@deprecated(
    ""ORJSONResponse is deprecated, FastAPI now serializes data directly to JSON ""
    ""bytes via Pydantic when a return type or response model is set, which is ""
    ""faster and doesn't need a custom response class. Read more in the FastAPI ""
    ""docs: https://fastapi.tiangolo.com/advanced/custom-response/#orjson-or-response-model ""
    ""and https://fastapi.tiangolo.com/tutorial/response-model/"",
    category=FastAPIDeprecationWarning,
    stacklevel=2,
)
class ORJSONResponse(JSONResponse):
    """"""JSON response using the orjson library to serialize data to JSON.

    **Deprecated**: `ORJSONResponse` is deprecated. FastAPI now serializes data
    directly to JSON bytes via Pydantic when a return type or response model is
    set, which is faster and doesn't need a custom response class.

    Read more in the
    [FastAPI docs for Custom Response](https://fastapi.tiangolo.com/advanced/custom-response/#orjson-or-response-model)
    and the
    [FastAPI docs for Response Model](https://fastapi.tiangolo.com/tutorial/response-model/).

    **Note**: `orjson` is not included with FastAPI and must be installed
    separately, e.g. `pip install orjson`.
    """"""

    def render(self, content: Any) -> bytes:
        assert orjson is not None, ""orjson must be installed to use ORJSONResponse""
        return orjson.dumps(
            content, option=orjson.OPT_NON_STR_KEYS | orjson.OPT_SERIALIZE_NUMPY
        )
"
fastapi,requests.py,fastapi/requests.py,.py,2,142,"from starlette.requests import HTTPConnection as HTTPConnection  # noqa: F401
from starlette.requests import Request as Request  # noqa: F401
"
fastapi,templating.py,fastapi/templating.py,.py,1,76,"from starlette.templating import Jinja2Templates as Jinja2Templates  # noqa
"
fastapi,__main__.py,fastapi/__main__.py,.py,3,37,"from fastapi.cli import main

main()
"
fastapi,__init__.py,fastapi/__init__.py,.py,25,1081,"""""""FastAPI framework, high performance, easy to learn, fast to code, ready for production""""""

__version__ = ""0.141.1""

from starlette import status as status

from .applications import FastAPI as FastAPI
from .background import BackgroundTasks as BackgroundTasks
from .datastructures import UploadFile as UploadFile
from .exceptions import HTTPException as HTTPException
from .exceptions import WebSocketException as WebSocketException
from .param_functions import Body as Body
from .param_functions import Cookie as Cookie
from .param_functions import Depends as Depends
from .param_functions import File as File
from .param_functions import Form as Form
from .param_functions import Header as Header
from .param_functions import Path as Path
from .param_functions import Query as Query
from .param_functions import Security as Security
from .requests import Request as Request
from .responses import Response as Response
from .routing import APIRouter as APIRouter
from .websockets import WebSocket as WebSocket
from .websockets import WebSocketDisconnect as WebSocketDisconnect
"
fastapi,types.py,fastapi/types.py,.py,12,438,"import types
from collections.abc import Callable
from enum import Enum
from typing import Any, TypeVar, Union

from pydantic import BaseModel
from pydantic.main import IncEx as IncEx

DecoratedCallable = TypeVar(""DecoratedCallable"", bound=Callable[..., Any])
UnionType = getattr(types, ""UnionType"", Union)
ModelNameMap = dict[type[BaseModel] | type[Enum], str]
DependencyCacheKey = tuple[Callable[..., Any] | None, tuple[str, ...], str]
"
fastapi,background.py,fastapi/background.py,.py,61,1820,"from collections.abc import Callable
from typing import Annotated, Any

from annotated_doc import Doc
from starlette.background import BackgroundTasks as StarletteBackgroundTasks
from typing_extensions import ParamSpec

P = ParamSpec(""P"")


class BackgroundTasks(StarletteBackgroundTasks):
    """"""
    A collection of background tasks that will be called after a response has been
    sent to the client.

    Read more about it in the
    [FastAPI docs for Background Tasks](https://fastapi.tiangolo.com/tutorial/background-tasks/).

    ## Example

    ```python
    from fastapi import BackgroundTasks, FastAPI

    app = FastAPI()


    def write_notification(email: str, message=""""):
        with open(""log.txt"", mode=""w"") as email_file:
            content = f""notification for {email}: {message}""
            email_file.write(content)


    @app.post(""/send-notification/{email}"")
    async def send_notification(email: str, background_tasks: BackgroundTasks):
        background_tasks.add_task(write_notification, email, message=""some notification"")
        return {""message"": ""Notification sent in the background""}
    ```
    """"""

    def add_task(
        self,
        func: Annotated[
            Callable[P, Any],
            Doc(
                """"""
                The function to call after the response is sent.

                It can be a regular `def` function or an `async def` function.
                """"""
            ),
        ],
        *args: P.args,
        **kwargs: P.kwargs,
    ) -> None:
        """"""
        Add a function to be called in the background after the response is sent.

        Read more about it in the
        [FastAPI docs for Background Tasks](https://fastapi.tiangolo.com/tutorial/background-tasks/).
        """"""
        return super().add_task(func, *args, **kwargs)
"
fastapi,sse.py,fastapi/sse.py,.py,241,7083,"from typing import Annotated, Any

from annotated_doc import Doc
from pydantic import AfterValidator, BaseModel, Field, model_validator
from starlette.responses import StreamingResponse

# Canonical SSE event schema matching the OpenAPI 3.2 spec
# (Section 4.14.4 ""Special Considerations for Server-Sent Events"")
_SSE_EVENT_SCHEMA: dict[str, Any] = {
    ""type"": ""object"",
    ""properties"": {
        ""data"": {""type"": ""string""},
        ""event"": {""type"": ""string""},
        ""id"": {""type"": ""string""},
        ""retry"": {""type"": ""integer"", ""minimum"": 0},
    },
}


class EventSourceResponse(StreamingResponse):
    """"""Streaming response with `text/event-stream` media type.

    Use as `response_class=EventSourceResponse` on a *path operation* that uses `yield`
    to enable Server Sent Events (SSE) responses.

    Works with **any HTTP method** (`GET`, `POST`, etc.), which makes it compatible
    with protocols like MCP that stream SSE over `POST`.

    The actual encoding logic lives in the FastAPI routing layer. This class
    serves mainly as a marker and sets the correct `Content-Type`.
    """"""

    media_type = ""text/event-stream""


def _check_single_line(v: str | None, field_name: str) -> str | None:
    if v is not None and (""\r"" in v or ""\n"" in v):
        raise ValueError(f""SSE '{field_name}' must be a single line"")
    return v


def _check_event_single_line(v: str | None) -> str | None:
    return _check_single_line(v, ""event"")


def _check_id_valid(v: str | None) -> str | None:
    if v is not None and ""\0"" in v:
        raise ValueError(""SSE 'id' must not contain null characters"")
    return _check_single_line(v, ""id"")


class ServerSentEvent(BaseModel):
    """"""Represents a single Server-Sent Event.

    When `yield`ed from a *path operation function* that uses
    `response_class=EventSourceResponse`, each `ServerSentEvent` is encoded
    into the [SSE wire format](https://html.spec.whatwg.org/multipage/server-sent-events.html#parsing-an-event-stream)
    (`text/event-stream`).

    If you yield a plain object (dict, Pydantic model, etc.) instead, it is
    automatically JSON-encoded and sent as the `data:` field.

    All `data` values **including plain strings** are JSON-serialized.

    For example, `data=""hello""` produces `data: ""hello""` on the wire (with
    quotes).
    """"""

    data: Annotated[
        Any,
        Doc(
            """"""
            The event payload.

            Can be any JSON-serializable value: a Pydantic model, dict, list,
            string, number, etc. It is **always** serialized to JSON: strings
            are quoted (`""hello""` becomes `data: ""hello""` on the wire).

            Mutually exclusive with `raw_data`.
            """"""
        ),
    ] = None
    raw_data: Annotated[
        str | None,
        Doc(
            """"""
            Raw string to send as the `data:` field **without** JSON encoding.

            Use this when you need to send pre-formatted text, HTML fragments,
            CSV lines, or any non-JSON payload. The string is placed directly
            into the `data:` field as-is.

            Mutually exclusive with `data`.
            """"""
        ),
    ] = None
    event: Annotated[
        str | None,
        AfterValidator(_check_event_single_line),
        Doc(
            """"""
            Optional event type name.

            Maps to `addEventListener(event, ...)` on the browser. When omitted,
            the browser dispatches on the generic `message` event. Must be a
            single line.
            """"""
        ),
    ] = None
    id: Annotated[
        str | None,
        AfterValidator(_check_id_valid),
        Doc(
            """"""
            Optional event ID.

            The browser sends this value back as the `Last-Event-ID` header on
            automatic reconnection. **Must be a single line** and must not contain
            null (`\\0`) characters.
            """"""
        ),
    ] = None
    retry: Annotated[
        int | None,
        Field(ge=0),
        Doc(
            """"""
            Optional reconnection time in **milliseconds**.

            Tells the browser how long to wait before reconnecting after the
            connection is lost. Must be a non-negative integer.
            """"""
        ),
    ] = None
    comment: Annotated[
        str | None,
        Doc(
            """"""
            Optional comment line(s).

            Comment lines start with `:` in the SSE wire format and are ignored by
            `EventSource` clients. Useful for keep-alive pings to prevent
            proxy/load-balancer timeouts.
            """"""
        ),
    ] = None

    @model_validator(mode=""after"")
    def _check_data_exclusive(self) -> ""ServerSentEvent"":
        if self.data is not None and self.raw_data is not None:
            raise ValueError(
                ""Cannot set both 'data' and 'raw_data' on the same ""
                ""ServerSentEvent. Use 'data' for JSON-serialized payloads ""
                ""or 'raw_data' for pre-formatted strings.""
            )
        return self


def _split_sse_lines(value: str) -> list[str]:
    # Split on SSE-spec line terminators only (\n, \r\n, \r), preserving
    # trailing empty strings.
    return value.replace(""\r\n"", ""\n"").replace(""\r"", ""\n"").split(""\n"")


def format_sse_event(
    *,
    data_str: Annotated[
        str | None,
        Doc(
            """"""
            Pre-serialized data string to use as the `data:` field.
            """"""
        ),
    ] = None,
    event: Annotated[
        str | None,
        Doc(
            """"""
            Optional event type name (`event:` field).
            """"""
        ),
    ] = None,
    id: Annotated[
        str | None,
        Doc(
            """"""
            Optional event ID (`id:` field).
            """"""
        ),
    ] = None,
    retry: Annotated[
        int | None,
        Doc(
            """"""
