repository,file_name,file_path,file_extension,line_count,character_count,source_code,commit_count,total_files_changed,total_insertions,total_deletions,total_lines_changed,unique_authors
    # Add Node.fspath property.
    mp.setattr(Node, ""fspath"", property(Node_fspath, Node_fspath_set), raising=False)


@hookimpl
def pytest_configure(config: Config) -> None:
    """"""Installs the LegacyTmpdirPlugin if the ``tmpdir`` plugin is also installed.""""""
    if config.pluginmanager.has_plugin(""tmpdir""):
        mp = MonkeyPatch()
        config.add_cleanup(mp.undo)
        # Create TmpdirFactory and attach it to the config object.
        #
        # This is to comply with existing plugins which expect the handler to be
        # available at pytest_configure time, but ideally should be moved entirely
        # to the tmpdir_factory session fixture.
        try:
            tmp_path_factory = config._tmp_path_factory  # type: ignore[attr-defined]
        except AttributeError:
            # tmpdir plugin is blocked.
            pass
        else:
            _tmpdirhandler = TempdirFactory(tmp_path_factory, _ispytest=True)
            mp.setattr(config, ""_tmpdirhandler"", _tmpdirhandler, raising=False)

        # Register an instance so @fixture above @staticmethod unwraps to a bare
        # function. Class registration would keep the staticmethod descriptor,
        # which resolve_fixture_function then binds onto test instances (#13564).
        config.pluginmanager.register(LegacyTmpdirPlugin(), ""legacypath-tmpdir"")


@hookimpl
def pytest_plugin_registered(plugin: object, manager: PytestPluginManager) -> None:
    # pytester is not loaded by default and is commonly loaded from a conftest,
    # so checking for it in `pytest_configure` is not enough.
    is_pytester = plugin is manager.get_plugin(""pytester"")
    if is_pytester and not manager.has_plugin(""legacypath-pytester""):
        manager.register(LegacyTestdirPlugin(), ""legacypath-pytester"")
",17773,80631,1553431,1121088,2674519,1172
pytest,unittest.py,src/_pytest/unittest.py,.py,651,25100,"# mypy: allow-untyped-defs
""""""Discover and run std-library ""unittest"" style tests.""""""

from __future__ import annotations

from collections.abc import Callable
from collections.abc import Generator
from collections.abc import Iterable
from collections.abc import Iterator
from enum import auto
from enum import Enum
import inspect
import sys
import traceback
import types
from typing import Any
from typing import TYPE_CHECKING
from unittest import TestCase

from _pytest import fixtures
import _pytest._code
from _pytest._code import ExceptionInfo
from _pytest.compat import assert_never
from _pytest.compat import is_async_function
from _pytest.config import hookimpl
from _pytest.fixtures import FixtureRequest
from _pytest.monkeypatch import MonkeyPatch
from _pytest.nodes import Collector
from _pytest.nodes import Item
from _pytest.outcomes import exit
from _pytest.outcomes import fail
from _pytest.outcomes import skip
from _pytest.outcomes import xfail
from _pytest.python import Class
from _pytest.python import Function
from _pytest.python import Module
from _pytest.runner import CallInfo
from _pytest.runner import check_interactive_exception
from _pytest.subtests import SubtestContext
from _pytest.subtests import SubtestReport


if sys.version_info[:2] < (3, 11):
    from exceptiongroup import ExceptionGroup

if TYPE_CHECKING:
    from types import TracebackType
    import unittest

    import twisted.trial.unittest


_SysExcInfoType = (
    tuple[type[BaseException], BaseException, types.TracebackType]
    | tuple[None, None, None]
)


def pytest_pycollect_makeitem(
    collector: Module | Class, name: str, obj: object
) -> UnitTestCase | None:
    try:
        # Has unittest been imported?
        ut = sys.modules[""unittest""]
        # Is obj a subclass of unittest.TestCase?
        # Type ignored because `ut` is an opaque module.
        if not issubclass(obj, ut.TestCase):  # type: ignore
            return None
    except Exception:
        return None
    # Is obj a concrete class?
    # Abstract classes can't be instantiated so no point collecting them.
    if inspect.isabstract(obj):
        return None
    # Yes, so let's collect it.
    return UnitTestCase.from_parent(collector, name=name, obj=obj)


class UnitTestCase(Class):
    # Marker for fixturemanger.getfixtureinfo()
    # to declare that our children do not support funcargs.
    nofuncargs = True

    def newinstance(self):
        # TestCase __init__ takes the method (test) name. The TestCase
        # constructor treats the name ""runTest"" as a special no-op, so it can be
        # used when a dummy instance is needed. While unittest.TestCase has a
        # default, some subclasses omit the default (#9610), so always supply
        # it.
        return self.obj(""runTest"")

    def collect(self) -> Iterable[Item | Collector]:
        from unittest import TestLoader

        cls = self.obj
        if not getattr(cls, ""__test__"", True):
            return

        skipped = _is_skipped(cls)
        if not skipped:
            self._register_unittest_setup_method_fixture(cls)
            self._register_unittest_setup_class_fixture(cls)
            self._register_setup_class_fixture()
        else:
            self._register_unittest_skip_fixture(cls)

        self.session._fixturemanager.parsefactories(
            holder=self.newinstance(), node=self
        )

        loader = TestLoader()
        foundsomething = False
        for name in loader.getTestCaseNames(self.obj):
            x = getattr(self.obj, name)
            if not getattr(x, ""__test__"", True):
                continue
            yield TestCaseFunction.from_parent(self, name=name)
            foundsomething = True

        if not foundsomething:
            runtest = getattr(self.obj, ""runTest"", None)
            if runtest is not None:
                ut = sys.modules.get(""twisted.trial.unittest"", None)
                if ut is None or runtest != ut.TestCase.runTest:
                    yield TestCaseFunction.from_parent(self, name=""runTest"")

    def _register_unittest_setup_class_fixture(self, cls: type) -> None:
        """"""Register an auto-use fixture to invoke setUpClass and
        tearDownClass (#517).""""""
        setup = getattr(cls, ""setUpClass"", None)
        teardown = getattr(cls, ""tearDownClass"", None)
        cleanup = getattr(cls, ""doClassCleanups"", lambda: None)

        def process_teardown_exceptions() -> None:
            # tearDown_exceptions is a list set in the class containing exc_infos for errors during
            # teardown for the class.
            exc_infos = getattr(cls, ""tearDown_exceptions"", None)
            if not exc_infos:
                return
            exceptions = [exc for (_, exc, _) in exc_infos]
            # If a single exception, raise it directly as this provides a more readable
            # error (hopefully this will improve in #12255).
            if len(exceptions) == 1:
                raise exceptions[0]
            else:
                raise ExceptionGroup(""Unittest class cleanup errors"", exceptions)

        def unittest_setup_class_fixture(
            request: FixtureRequest,
        ) -> Generator[None]:
            cls = request.cls
            if _is_skipped(cls):
                reason = cls.__unittest_skip_why__
                raise skip.Exception(reason, _use_item_location=True)
            if setup is not None:
                try:
                    setup()
                # unittest does not call the cleanup function for every BaseException, so we
                # follow this here.
                except Exception:
                    cleanup()
                    process_teardown_exceptions()
                    raise
            yield
            try:
                if teardown is not None:
                    teardown()
            finally:
                cleanup()
                process_teardown_exceptions()

        fixtures.register_fixture(
            # Use a unique name to speed up lookup.
            name=f""_unittest_setUpClass_fixture_{cls.__qualname__}"",
            func=unittest_setup_class_fixture,
            node=self,
            scope=""class"",
            autouse=True,
        )

    def _register_unittest_skip_fixture(self, cls: type) -> None:
        """"""Register an auto-use fixture to skip tests for a class decorated
        with @unittest.skip or @unittest.skipIf (#13885).""""""

        def unittest_skip_fixture(request: FixtureRequest) -> None:
            reason = getattr(cls, ""__unittest_skip_why__"", """")
            raise skip.Exception(reason, _use_item_location=True)

        fixtures.register_fixture(
            name=f""_unittest_skip_fixture_{cls.__qualname__}"",
            func=unittest_skip_fixture,
            node=self,
            scope=""class"",
            autouse=True,
        )

    def _register_unittest_setup_method_fixture(self, cls: type) -> None:
        """"""Register an auto-use fixture to invoke setup_method and
        teardown_method (#517).""""""
        setup = getattr(cls, ""setup_method"", None)
        teardown = getattr(cls, ""teardown_method"", None)
        if setup is None and teardown is None:
            return

        def unittest_setup_method_fixture(
            request: FixtureRequest,
        ) -> Generator[None]:
            self = request.instance
            if _is_skipped(self):
                reason = self.__unittest_skip_why__
                raise skip.Exception(reason, _use_item_location=True)
            if setup is not None:
                setup(self, request.function)
            yield
            if teardown is not None:
                teardown(self, request.function)

        fixtures.register_fixture(
            # Use a unique name to speed up lookup.
            name=f""_unittest_setup_method_fixture_{cls.__qualname__}"",
            func=unittest_setup_method_fixture,
            node=self,
            scope=""function"",
            autouse=True,
        )


class TestCaseFunction(Function):
    nofuncargs = True
    failfast = False
    _excinfo: list[_pytest._code.ExceptionInfo[BaseException]] | None = None

    def _getinstance(self):
        assert isinstance(self.parent, UnitTestCase)
        return self.parent.obj(self.name)

    # Backward compat for pytest-django; can be removed after pytest-django
    # updates + some slack.
    @property
    def _testcase(self):
        return self.instance

    def setup(self) -> None:
        # A bound method to be called during teardown() if set (see 'runtest()').
        self._explicit_tearDown: Callable[[], None] | None = None
        super().setup()
        if sys.version_info < (3, 11):
            # A cache of the subTest errors and non-subtest skips in self._outcome.
            # Compute and cache these lists once, instead of computing them again and again for each subtest (#13965).
            self._cached_errors_and_skips: tuple[list[Any], list[Any]] | None = None
